305.0,17.65
305.0,17.7
304.0,17.751
303.0,17.801
302.0,17.852
301.0,17.902
301.0,17.952
300.0,18.003
301.0,18.054
303.0,18.104
303.0,18.154
304.0,18.205
304.0,18.255
304.0,18.306
304.0,18.356
303.0,18.407
303.0,18.457
303.0,18.507
302.0,18.557
302.0,18.609
302.0,18.659
301.0,18.709
301.0,18.76
301.0,18.81
302.0,18.861
302.0,18.911
302.0,18.962
302.0,19.012
302.0,19.062
302.0,19.112
302.0,19.164
303.0,19.214
303.0,19.264
304.0,19.314
304.0,19.365
304.0,19.416
304.0,19.466
304.0,19.517
304.0,19.567
304.0,19.617
304.0,19.667
304.0,19.719
304.0,19.769
304.0,19.819
304.0,19.869
303.0,19.92
302.0,19.971
299.0,20.021
287.0,20.072
289.0,20.122
293.0,20.172
298.0,20.222
303.0,20.274
306.0,20.324
306.0,20.374
304.0,20.424
303.0,20.475
302.0,20.526
301.0,20.576
301.0,20.626
301.0,20.677
301.0,20.727
302.0,20.777
302.0,20.829
302.0,20.879
302.0,20.929
303.0,20.979
303.0,21.03
304.0,21.081
304.0,21.131
304.0,21.181
304.0,21.232
304.0,21.282
304.0,21.332
304.0,21.383
304.0,21.434
304.0,21.484
303.0,21.534
303.0,21.585
303.0,21.636
302.0,21.686
303.0,21.736
302.0,21.787
302.0,21.837
301.0,21.888
301.0,21.938
301.0,21.989
300.0,22.039
300.0,22.089
301.0,22.14
300.0,22.191
300.0,22.241
300.0,22.291
300.0,22.342
300.0,22.392
301.0,22.443
301.0,22.493
301.0,22.544
302.0,22.594
302.0,22.644
302.0,22.694
302.0,22.746
303.0,22.796
303.0,22.846
304.0,22.897
304.0,22.947
304.0,22.998
304.0,23.048
304.0,23.099
304.0,23.149
304.0,23.199
304.0,23.249
304.0,23.301
303.0,23.351
301.0,23.401
301.0,23.451
302.0,23.502
303.0,23.553
303.0,23.603
302.0,23.654
300.0,23.704
303.0,23.754
298.0,23.804
295.0,23.856
294.0,23.906
293.0,23.956
293.0,24.006
293.0,24.057
293.0,24.108
294.0,24.158
295.0,24.209
296.0,24.259
297.0,24.309
298.0,24.359
299.0,24.411
299.0,24.461
300.0,24.511
301.0,24.561
302.0,24.612
303.0,24.663
303.0,24.713
272.0,24.763
269.0,24.814
270.0,24.864
270.0,24.914
271.0,24.966
273.0,25.016
275.0,25.066
276.0,25.116
278.0,25.167
278.0,25.218
280.0,25.268
281.0,25.318
281.0,25.369
282.0,25.419
283.0,25.469
284.0,25.52
284.0,25.571
285.0,25.621
286.0,25.671
286.0,25.722
288.0,25.773
289.0,25.823
291.0,25.873
292.0,25.924
294.0,25.974
295.0,26.024
295.0,26.075
296.0,26.126
298.0,26.176
299.0,26.226
299.0,26.277
299.0,26.328
299.0,26.378
299.0,26.428
299.0,26.479
299.0,26.529
299.0,26.579
299.0,26.63
299.0,26.681
234.0,26.731
232.0,26.781
171.0,26.831
175.0,26.883
181.0,26.933
187.0,26.983
193.0,27.034
198.0,27.084
204.0,27.134
91.0,27.185
98.0,27.236
54.0,27.286
76.0,27.336
95.0,27.386
111.0,27.438
124.0,27.488
137.0,27.538
147.0,27.588
156.0,27.639
165.0,27.689
173.0,27.74
180.0,27.79
186.0,27.841
192.0,27.891
198.0,27.941
203.0,27.993
208.0,28.043
213.0,28.093
217.0,28.143
221.0,28.194
224.0,28.244
227.0,28.295
231.0,28.345
94.0,28.396
94.0,28.446
93.0,28.496
109.0,28.547
122.0,28.598
136.0,28.648
86.0,28.698
78.0,28.749
96.0,28.8
112.0,28.85
126.0,28.9
101.0,28.951
97.0,29.001
70.0,29.051
89.0,29.102
105.0,29.153
93.0,29.203
93.0,29.253
50.0,29.303
73.0,29.355
92.0,29.405
109.0,29.455
123.0,29.505
137.0,29.556
150.0,29.606
159.0,29.657
166.0,29.707
173.0,29.758
180.0,29.808
186.0,29.858
191.0,29.91
197.0,29.96
202.0,30.01
207.0,30.06
211.0,30.111
215.0,30.161
218.0,30.212
221.0,30.262
224.0,30.313
227.0,30.363
230.0,30.413
232.0,30.464
235.0,30.515
237.0,30.565
239.0,30.615
242.0,30.666
244.0,30.716
246.0,30.767
249.0,30.817
263.0,30.868
105.0,30.918
100.0,30.968
101.0,31.019
94.0,31.07
103.0,31.12
118.0,31.17
131.0,31.22
142.0,31.271
152.0,31.322
161.0,31.372
95.0,31.423
95.0,31.473
95.0,31.523
97.0,31.574
93.0,31.625
56.0,31.675
77.0,31.725
96.0,31.775
112.0,31.826
126.0,31.877
137.0,31.927
147.0,31.977
156.0,32.028
164.0,32.078
171.0,32.129
178.0,32.179
183.0,32.23
189.0,32.28
194.0,32.33
198.0,32.381
202.0,32.432
206.0,32.482
210.0,32.532
213.0,32.583
217.0,32.633
220.0,32.684
222.0,32.734
225.0,32.785
228.0,32.835
231.0,32.885
234.0,32.935
237.0,32.987
239.0,33.037
241.0,33.087
243.0,33.138
245.0,33.188
247.0,33.239
249.0,33.289
251.0,33.34
252.0,33.39
254.0,33.44
255.0,33.49
256.0,33.542
257.0,33.592
256.0,33.642
256.0,33.692
257.0,33.743
258.0,33.794
260.0,33.844
261.0,33.895
262.0,33.945
263.0,33.995
264.0,34.045
264.0,34.097
265.0,34.147
266.0,34.197
267.0,34.247
268.0,34.298
269.0,34.349
270.0,34.399
272.0,34.45
272.0,34.5
274.0,34.55
275.0,34.6
277.0,34.652
277.0,34.702
278.0,34.752
279.0,34.802
274.0,34.853
267.0,34.904
266.0,34.954
269.0,35.004
271.0,35.055
274.0,35.105
276.0,35.155
277.0,35.207
278.0,35.257
279.0,35.307
281.0,35.357
281.0,35.408
280.0,35.459
279.0,35.509
276.0,35.559
277.0,35.61
278.0,35.66
280.0,35.71
281.0,35.761
282.0,35.812
283.0,35.862
284.0,35.912
285.0,35.963
285.0,36.014
286.0,36.064
287.0,36.114
